spec_id,price,item_id,name,official_price,brand,level,engine
11000100,,335645,宝马 5系 2016款 528i 中东版,550600,宝马,三厢车,L4 2.0T
11000093,,318557,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000091,,290582,Fortuner 2016款 2.7L 自动挡中东版,340000,丰田,中型SUV,2.7L 163马力 L4
11000214,,298611,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000307,,288219,普瑞维亚 2016款 2.4L 7人座标准版,469800,丰田（进口）,MPV,2.4L汽油
11000378,,309924,宝马X6,99.8万,宝马X5,大型SUV,3.0T
11000358,,474178,奔驰2017款GLE43 加规,1248000,奔驰,中大型SUV,3.0T 333马力 V6
11000212,,287495,2016款 汽油版 3.0T 7座 欧规 白色,918000,奥迪,中大型SUV,3.0T 333马力 V6
11000347,,451212,2017款欧版 柴油3.0T路虎揽胜运动,99.8,路虎（进口）,中大型SUV,3.0T 258马力 V6
11000405,,433254,=基本信息!B2,390000,丰田,中大型SUV,2.7L L4
11000091,,303218,Fortuner 2016款 2.7L 自动挡中东版,340000,丰田,中型SUV,2.7L 163马力 L4
11000359,,404376,2017款 Levante S 高功率版 美规,1478000,玛莎拉蒂,中大型SUV,3.0T 430马力 V6
11000093,,301739,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000090,,373092,普拉多2016款 4.0L 中东版自动挡标配,570000,丰田,中大型SUV,4.0L 275马力 V6
11000303,,474250,奥迪Q7 2017款 汽油3.0T 加规 7座,855800,奥迪,全尺寸SUV,3.0T 汽油
11000316,,343580,2017款 2.3T美规自动挡标配,400000,福特(进口),跑车,2.3T 314马力 L4
11000103,,373098,2016款 5.7L SR5TRD版,436000,创新汽车公司,,8
11000379,,320558,=基本信息!$B$2,104.8万,路虎(进口),中大型SUV,3.0T 340马力 V6
11000337,,312166,2017款 汽油2.7L 丰田普拉多 中东版,41.88万,丰田,中大型车,2.7L
11000258,,301822,2016款 宝马 X6 xDrive35i,113.8万,宝马(进口),大型SUV,3.0T 306马力 L6
11000244,,483627,2016款 福特 XLT 3.5T,480000,福特（进口）,高端皮卡,3.5T  V6
11000264,,390502,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000298,,381819,路虎揽胜运动S 2016款 3.0SC汽油版 欧规,1098000,路虎,中大型SUV,3.0T 340马力 V6
11000264,,396320,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000259,,462120,2016款 宝马 X3 xDrive28i,55.9万,宝马(进口),中型SUV,2.0T 245马力 L4
11000093,,396670,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000264,,307755,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000264,,489897,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000095,,257732,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000352,,334346,2017款欧规 柴油3.0T路虎揽胜,1145000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000301,,159580,2016款 卡宴3.6L 汽油,129.8万,保时捷（进口）,大型SUV,3.6L300马力V6
11000336,,404949,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000302,,475002,2017款 卡宴3.6L 汽油 基本型,129.8万,保时捷（进口）,大型SUV,3.6L300马力V6
11000352,,451686,2017款欧规 柴油3.0T路虎揽胜,1145000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000301,,289575,2016款 卡宴3.6L 汽油,129.8万,保时捷（进口）,大型SUV,3.6L300马力V6
11000380,,408483,=基本信息!$B$2,83.80万,宝马(进口),中大型SUV,3.0T 306马力 L6
11000334,,322728,加版塞纳3.5SE两驱,558000,美国丰田汽车公司,MPV,3.5
11000059,,337170,丰田塞纳2017款 3.5L XLE两驱墨西哥版,550000,-,-,-
11000292,,391363,沃尔沃XC90 2.0T T6 7座 汽油版,918800,沃尔沃（进口）,中大型SUV,2.0T 320马力 L4
11000021,,288238,2015款 2.3T 美规自动挡性能版,400000,福特进口,跑车,2.3T 314马力 L4
11000226,,157801,揽胜HSE 2016款 3.0SC汽油版 欧规,1558000,路虎,中大型SUV,3.0T 340马力 V6
11000344,,381783,宝马 X6 2016款 xDrive35i 中东版,918000,宝马,中大型SUV,L6 3.0T
11000309,,370950,2016款 丰田 LC76 汽油版4.0,68.8万,丰田(进口),大型SUV,4.0L 231马力 V6
11000333,,372096,2017款 奔驰 G350 4MATIC SUV 3.0T,132.9万,奔驰（进口）,中大型SUV,3.0T 245马力 V6
11000444,,494236,路虎揽胜行政版 2017款 汽油 3.0T 欧规,1145000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000258,,310396,2016款 宝马 X6 xDrive35i,113.8万,宝马(进口),大型SUV,3.0T 306马力 L6
11000095,,397942,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000024,,310560,2015款 3.5L两驱L美规版,45.00万,丰田(进口),MPV,3.5L 269马力 V6
11000345,,310456,宝马 X5 2016款 xDrive35i 中东版,838000,宝马,中大型SUV,L6 3.0T
11000085,,218040,2016款 2.3T 美规自动挡高配版,400000,福特进口,跑车,2.3T 314马力 L4
11000212,,496080,2016款 汽油版 3.0T 7座 欧规 白色,918000,奥迪,中大型SUV,3.0T 333马力 V6
11000386,,496072,奥迪Q7 2017款 汽油3.0T 墨西哥版高配Elite型 7座,109.88万,奥迪（进口）,中大型SUV,3.0T 333马力 V6
11000329,,291241,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000258,,284968,2016款 宝马 X6 xDrive35i,113.8万,宝马(进口),大型SUV,3.0T 306马力 L6
11000348,,385569,2017款进口丰田超霸4RUNNER 4.0,768000,丰田（进口）,中大型SUV,4.0L 275马力 V6
11000264,,458774,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000232,,304969,大众途观 2016款 2.0T汽油版_,28.5万,大众途观,SUV,2.0T 汽
11000305,,344215,奥迪Q7 2017款 汽油3.0T 加规科技版 7座 ,1098800,奥迪,全尺寸SUV,3.0T 汽油
11000093,,333231,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000273,,386626,2016款 林肯领航员3.0TT,128万,林肯进口,大型SUV,3.5T 355马力 V6
11000280,,274010,雪佛兰科迈罗 2016款 2.0T Coupe 1LT,45.58万,雪佛兰（进口）,跑车,2.0T 275马力 L4
11000228,,264661,2016款普拉多2700 2气囊 后挂备胎 中东版,398000,丰田,中大型车,2.7L
11000255,,474494,路虎揽胜运动SE 柴油 欧规,928000,路虎,全尺寸SUV,3.0T柴油
11000436,,443881,宝马X5 2017款欧规 3.0T 汽油 北美版,-,宝马,中大型SUV,3.0T
11000336,,441019,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000212,,257094,2016款 汽油版 3.0T 7座 欧规 白色,918000,奥迪,中大型SUV,3.0T 333马力 V6
11000329,,274404,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000305,,385105,奥迪Q7 2017款 汽油3.0T 加规科技版 7座 ,1098800,奥迪,全尺寸SUV,3.0T 汽油
11000214,,117922,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000095,,320687,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000219,,287271,2016款 汽油2.7L 丰田普拉多 中东版,47.8万,丰田,中大型车,2.7L
11000214,,334647,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000418,,474430,丰田兰德酷路泽 2017款 4.0L GX.R 大灯清洗版,680000,丰田,中大型SUV,4.0L V6
11000264,,459596,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000200,,287932,2016款 欧规 路虎揽胜3.0T 柴油版,1498000,路虎,中大型suv,3.0T 柴油
11000427,,469515,路虎揽胜 2017款 3.0 V6 HSE 中东版,1300000,路虎(进口),中大型SUV,3.0L V6
11000212,,257094,2016款 汽油版 3.0T 7座 欧规 白色,918000,奥迪,中大型SUV,3.0T 333马力 V6
11000255,,474494,路虎揽胜运动SE 柴油 欧规,928000,路虎,全尺寸SUV,3.0T柴油
11000436,,443881,宝马X5 2017款欧规 3.0T 汽油 北美版,-,宝马,中大型SUV,3.0T
11000336,,441019,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000305,,385105,奥迪Q7 2017款 汽油3.0T 加规科技版 7座 ,1098800,奥迪,全尺寸SUV,3.0T 汽油
11000214,,117922,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000329,,274404,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000214,,334647,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000095,,320687,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000418,,474430,丰田兰德酷路泽 2017款 4.0L GX.R 大灯清洗版,680000,丰田,中大型SUV,4.0L V6
11000219,,287271,2016款 汽油2.7L 丰田普拉多 中东版,47.8万,丰田,中大型车,2.7L
11000264,,459596,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000095,,311339,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000093,,467659,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000336,,406860,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000200,,287932,2016款 欧规 路虎揽胜3.0T 柴油版,1498000,路虎,中大型suv,3.0T 柴油
11000258,,396914,2016款 宝马 X6 xDrive35i,113.8万,宝马(进口),大型SUV,3.0T 306马力 L6
11000336,,307008,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000343,,365739,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000305,,384700,奥迪Q7 2017款 汽油3.0T 加规科技版 7座 ,1098800,奥迪,全尺寸SUV,3.0T 汽油
11000091,,313952,Fortuner 2016款 2.7L 自动挡中东版,340000,丰田,中型SUV,2.7L 163马力 L4
11000336,,406487,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000336,,292416,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000330,,476226,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000427,,492893,路虎揽胜 2017款 3.0 V6 HSE 中东版,1300000,路虎(进口),中大型SUV,3.0L V6
11000264,,463140,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000380,,334001,=基本信息!$B$2,83.80万,宝马(进口),中大型SUV,3.0T 306马力 L6
11000099,,476889,宝马 X4 2016款 xDrive28i 中东版,586000,宝马,中型SUV,L4 2.0T
11000336,,441052,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000279,,385085,2016款科尔维特  自动 Z51 1LT 可卸硬顶,174.9万,雪佛兰进口,跑车,6.2L 620马力 LT1
11000221,,303403,2016款 汽油2.3T 福特野马,40.58万,福特,跑车,2.3T 汽油
11000229,,288236,2016款 汽油2.7T 林肯MKX,55.98万,林肯,SUV,2.7T 汽油
11000225,,156450,欧陆GTS 2016款 4.0T汽油版_,323.8万,宾利,跑车,4.0T 汽油
11000259,,260019,2016款 宝马 X3 xDrive28i,55.9万,宝马(进口),中型SUV,2.0T 245马力 L4
11000098,,489633,宝马 X3 2016款 xDrive28i 中东版,559000,宝马,中型SUV,L4 2.0T
11000207,,339862,2016款 4.0T 汽油版 欧规白色,3198000,宾利,大型车,4.0T 汽油
11000073,,329053,丰田坦途2016款 5.7L 1794版,480000,-,-,-
11000322,,265807,福特F150 3.5T 2015款 中东版XLT,368000,福特（进口）,高端皮卡,3.5L V6
11000268,,294419,2015款 570 Sport中东版,1740000,雷克萨斯,中大型SUV,5.7L 367马力 V8
11000472,,469544,2018款 4.0L XE中东版,528000,日产（进口）,大型SUV,4.0L 269马力 V6
11000264,,463092,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000329,,284953,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000292,,462582,沃尔沃XC90 2.0T T6 7座 汽油版,918800,沃尔沃（进口）,中大型SUV,2.0T 320马力 L4
11000341,,375890,奔驰GLE400 2017款 汽油3.0T 中东版 5座,932000,奔驰,全尺寸SUV,3.0T 汽油
11000336,,448276,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000214,,448736,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000316,,295269,2017款 2.3T美规自动挡标配,400000,福特(进口),跑车,2.3T 314马力 L4
11000265,,362364,奔驰GLS450 2016款 3.0T汽油版_,134.3万,奔驰,大型SUV,3.0T 汽油
11000214,,401792,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000302,,366589,2017款 卡宴3.6L 汽油 基本型,129.8万,保时捷（进口）,大型SUV,3.6L300马力V6
11000099,,335348,宝马 X4 2016款 xDrive28i 中东版,586000,宝马,中型SUV,L4 2.0T
11000338,,348985,雪佛兰科迈罗 2016款 2.0T 1LT RS敞篷版,50.80万,雪佛兰（进口）,跑车,2.0T 275马力 L4
11000326,,407421,2016款 汽油4.0L 丰田兰德酷路泽 中东版,85.8万,丰田,中大型车,4.0L
11000380,,322893,=基本信息!$B$2,83.80万,宝马(进口),中大型SUV,3.0T 306马力 L6
11000343,,434731,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000336,,393496,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000343,,334382,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000267,,158642,2015款 5.7 SR5中东版,78.00万,丰田（进口）,大型SUV,5.7L 386马力 V8
11000298,,307777,路虎揽胜运动S 2016款 3.0SC汽油版 欧规,1098000,路虎,中大型SUV,3.0T 340马力 V6
11000093,,442588,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000265,,474944,奔驰GLS450 2016款 3.0T汽油版_,134.3万,奔驰,大型SUV,3.0T 汽油
11000091,,347272,Fortuner 2016款 2.7L 自动挡中东版,340000,丰田,中型SUV,2.7L 163马力 L4
11000301,,353640,2016款 卡宴3.6L 汽油,129.8万,保时捷（进口）,大型SUV,3.6L300马力V6
11000343,,337337,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000343,,309875,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000255,,494301,路虎揽胜运动SE 柴油 欧规,928000,路虎,全尺寸SUV,3.0T柴油
11000314,,247516,2016款加版 柴油3.0T路虎揽胜,1498000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000222,,270930,2016款 汽油4.0L 丰田兰德酷路泽 中东版,85.8万,丰田,中大型车,4.0L
11000055,,276701,福特F-150 2015款 3.5T XLT,540000,福特,高端皮卡,3.5L 365马力 V6
11000427,,494395,路虎揽胜 2017款 3.0 V6 HSE 中东版,1300000,路虎(进口),中大型SUV,3.0L V6
11000264,,453098,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000288,,327408,玛莎拉蒂Levante,1478000,玛莎拉蒂,中大型SUV,3.0L汽油
11000358,,298850,奔驰2017款GLE43 加规,1248000,奔驰,中大型SUV,3.0T 333马力 V6
11000303,,495958,奥迪Q7 2017款 汽油3.0T 加规 7座,855800,奥迪,全尺寸SUV,3.0T 汽油
11000441,,495370,BMW X5 2017款 中东版 8速 运动型手自一体,918000,宝马,全尺寸SUV,3.0T 汽油
11000421,,494428,2017款 路虎揽胜 汽油 3.0行政HSE,158.8万,路虎（进口）,中大型SUV,3.0T 340马力 V6
11000316,,441474,2017款 2.3T美规自动挡标配,400000,福特(进口),跑车,2.3T 314马力 L4
11000362,,373091,2017款普拉多2700黎巴嫩版,488000,日本丰田汽车公司,中大型SUV,2.7L自然进气
11000098,,332177,宝马 X3 2016款 xDrive28i 中东版,559000,宝马,中型SUV,L4 2.0T
11000336,,296882,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000093,,276368,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000264,,326393,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000444,,487675,路虎揽胜行政版 2017款 汽油 3.0T 欧规,1145000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000286,,300717,2016款GLE4004MATIC SUV 3.0T ,119.8万,进口奔驰,大型SUV,3.0T 333马力 V6
11000264,,465968,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000339,,303147,雪佛兰科迈罗 2017款 2.0T Coupe 1LT,45.58万,雪佛兰（进口）,跑车,2.0T 275马力 L4
11000027,,476910,2015款 2.0T柴油版,500000,大众(进口),高端皮卡,2.0T 180马力 L4
11000343,,362406,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000093,,366639,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000264,,470292,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000299,,487841,2016款 卡宴3.0T柴油,119.8万,保时捷（进口）,大型SUV,3.0T 330马力V6
11000380,,412477,=基本信息!$B$2,83.80万,宝马(进口),中大型SUV,3.0T 306马力 L6
11000093,,452445,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000091,,307694,Fortuner 2016款 2.7L 自动挡中东版,340000,丰田,中型SUV,2.7L 163马力 L4
11000429,,348071,奔驰 G500 4x4²奔驰 2017款4.0t 北美版,-,奔驰 G500 4x4²,大型SUV,4.0T
11000383,,489720,=基本信息!$B$2,888000," 保时捷",中大型SUV,3.0T 262马力 V6
11000386,,477567,奥迪Q7 2017款 汽油3.0T 墨西哥版高配Elite型 7座,109.88万,奥迪（进口）,中大型SUV,3.0T 333马力 V6
11000224,,313907,总裁 2016款 3.0T S Q4 四驱型,1898000,玛莎拉蒂,大型车,3.0T 409马力 V6
11000305,,365720,奥迪Q7 2017款 汽油3.0T 加规科技版 7座 ,1098800,奥迪,全尺寸SUV,3.0T 汽油
11000095,,381916,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000324,,335714,中东版宝马X5,718000,德国宝马,中大型SUV,3.0T
11000343,,297847,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000336,,445692,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000341,,474119,奔驰GLE400 2017款 汽油3.0T 中东版 5座,932000,奔驰,全尺寸SUV,3.0T 汽油
11000352,,296208,2017款欧规 柴油3.0T路虎揽胜,1145000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000339,,391906,雪佛兰科迈罗 2017款 2.0T Coupe 1LT,45.58万,雪佛兰（进口）,跑车,2.0T 275马力 L4
11000343,,373182,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000298,,364222,路虎揽胜运动S 2016款 3.0SC汽油版 欧规,1098000,路虎,中大型SUV,3.0T 340马力 V6
11000405,,324760,=基本信息!B2,390000,丰田,中大型SUV,2.7L L4
11000305,,457762,奥迪Q7 2017款 汽油3.0T 加规科技版 7座 ,1098800,奥迪,全尺寸SUV,3.0T 汽油
11000341,,437202,奔驰GLE400 2017款 汽油3.0T 中东版 5座,932000,奔驰,全尺寸SUV,3.0T 汽油
11000344,,412126,宝马 X6 2016款 xDrive35i 中东版,918000,宝马,中大型SUV,L6 3.0T
11000093,,450719,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000207,,318551,2016款 4.0T 汽油版 欧规白色,3198000,宾利,大型车,4.0T 汽油
11000330,,397056,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000207,,291034,2016款 4.0T 汽油版 欧规白色,3198000,宾利,大型车,4.0T 汽油
11000336,,452086,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000093,,396142,2017款 4.0L SE中东版,695000,日产(进口),大型SUV,4.0L 269马力 V6
11000095,,363886,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000264,,464991,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000355,,494466,宝马X5,91.8万,宝马X5,大型SUV,3.0T
11000241,,287266,普拉多2016款 4.0L 中东版自动挡标配,570000,丰田,中大型SUV,4.0L 275马力 V6
11000316,,462750,2017款 2.3T美规自动挡标配,400000,福特(进口),跑车,2.3T 314马力 L4
11000254,,496076,奥迪Q7 2016款 汽油2.0T  欧规 5座,648000,奥迪,全尺寸SUV,2.0T 汽油
11000355,,494437,宝马X5,91.8万,宝马X5,大型SUV,3.0T
11000255,,482167,路虎揽胜运动SE 柴油 欧规,928000,路虎,全尺寸SUV,3.0T柴油
11000095,,322876,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000313,,437730,2016款宝马X5 欧规 3.0T,890000,宝马,全尺寸SUV,3.0T 汽油
11000343,,381802,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000241,,298229,普拉多2016款 4.0L 中东版自动挡标配,570000,丰田,中大型SUV,4.0L 275马力 V6
11000381,,452857,=基本信息!$B$2,380万,路虎（进口）,中大型SUV,5.0T 551马力 V8
11000372,,486769,2017款 欧规 路虎 柴油 2.0 高功率 发现5 ,1108000,路虎（进口）,中大型SUV,2.0T 340马力 V6
11000336,,437111,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000299,,351455,2016款 卡宴3.0T柴油,119.8万,保时捷（进口）,大型SUV,3.0T 330马力V6
11000272,,158216,2016款埃尔法3.5 两驱 Executive,81.6万,丰田(进口),MPV,3.5L 275马力 V6
11000343,,365163,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000356,,495360,宝马X5,95.8万,宝马X5,大型SUV,3.0T
11000214,,294407,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000303,,164503,奥迪Q7 2017款 汽油3.0T 加规 7座,855800,奥迪,全尺寸SUV,3.0T 汽油
11000343,,457885,宝马 7系 2016款730Li 中东版,898000,宝马,三厢车,L4 2.0T
11000098,,401596,宝马 X3 2016款 xDrive28i 中东版,559000,宝马,中型SUV,L4 2.0T
11000264,,285972,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000264,,421504,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
11000341,,413915,奔驰GLE400 2017款 汽油3.0T 中东版 5座,932000,奔驰,全尺寸SUV,3.0T 汽油
11000075,,356136,Jeep 大切诺基2015款 3.6L LAREDO（美规）,548800,-,-,-
11000326,,276973,2016款 汽油4.0L 丰田兰德酷路泽 中东版,85.8万,丰田,中大型车,4.0L
11000059,,334410,丰田塞纳2017款 3.5L XLE两驱墨西哥版,550000,-,-,-
11000308,,285956,2015款 柴油3.0T 丰田普拉多 中东版,52.8万,丰田,中大型车,3.0T
11000368,,371951,奥迪Q7 2017款 2.0T 欧规 四驱 五座 汽油版," 648000元"," 奥迪(平行进口）",中大型SUV,2.0T 252马力L4
11000098,,333779,宝马 X3 2016款 xDrive28i 中东版,559000,宝马,中型SUV,L4 2.0T
11000252,,313897,宾利飞驰 2017款 4.0T V8 S 汽油版,3358000,宾利,大型车,4.0T 528马力 V8
11000308,,317728,2015款 柴油3.0T 丰田普拉多 中东版,52.8万,丰田,中大型车,3.0T
11000324,,285966,中东版宝马X5,718000,德国宝马,中大型SUV,3.0T
11000339,,307834,雪佛兰科迈罗 2017款 2.0T Coupe 1LT,45.58万,雪佛兰（进口）,跑车,2.0T 275马力 L4
11000214,,404791,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000095,,281211,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000095,,303302,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000214,,112931,路虎 揽胜运动 2016款 3.0T 柴油版,-,路虎,中大型SUV,3.0T 柴油
11000336,,451130,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000200,,381826,2016款 欧规 路虎揽胜3.0T 柴油版,1498000,路虎,中大型suv,3.0T 柴油
11000467,,474551,三菱 帕杰罗(进口) 三菱 17款三菱帕杰罗中东版V97 3.8V6,57.99万,三菱(进口),中大型SUV,3.5L 234马力 V6
11000095,,321882,2017款 4.0L 低配中东版,565000,日产(进口),大型SUV,4.0L 269马力 V6
11000222,,440936,2016款 汽油4.0L 丰田兰德酷路泽 中东版,85.8万,丰田,中大型车,4.0L
11000380,,415995,=基本信息!$B$2,83.80万,宝马(进口),中大型SUV,3.0T 306马力 L6
11000349,,480027,宝马X6,89.9万,宝马X6,大型SUV,3.0T
11000339,,451108,雪佛兰科迈罗 2017款 2.0T Coupe 1LT,45.58万,雪佛兰（进口）,跑车,2.0T 275马力 L4
11000359,,296110,2017款 Levante S 高功率版 美规,1478000,玛莎拉蒂,中大型SUV,3.0T 430马力 V6
11000355,,303351,宝马X5,91.8万,宝马X5,大型SUV,3.0T
11000444,,337109,路虎揽胜行政版 2017款 汽油 3.0T 欧规,1145000,路虎（进口）,中大型SUV,3.0T 258马力V6
11000385,,469579,福特 Mustang 2017款 2.3T 墨西哥版自动挡高配P版,40.58万,福特进口,跑车,2.3T Ecoboost L4
11000316,,294352,2017款 2.3T美规自动挡标配,400000,福特(进口),跑车,2.3T 314马力 L4
11000377,,452164,揽胜行政尊崇创世,332.8万,揽胜行政尊崇创世,大型SUV,5.0T
11000330,,291243,加版塞纳3.5LE四驱,—,美国丰田汽车公司,MPV,3.5
11000337,,332855,2017款 汽油2.7L 丰田普拉多 中东版,41.88万,丰田,中大型车,2.7L
11000255,,328429,路虎揽胜运动SE 柴油 欧规,928000,路虎,全尺寸SUV,3.0T柴油
11000320,,306841,2017款平行进口宝马X6M,1298000,宝马（进口）,中大型SUV,3.0T 306马力V6
11000388,,322988,2017款中东版普瑞维亚2.4L,489800,丰田（进口）,MPV,2.4L自然进气
11000348,,311456,2017款进口丰田超霸4RUNNER 4.0,768000,丰田（进口）,中大型SUV,4.0L 275马力 V6
11000316,,294207,2017款 2.3T美规自动挡标配,400000,福特(进口),跑车,2.3T 314马力 L4
11000336,,287860,2017款中东版兰德酷路泽4.0,898000,美国洛杉矶汽车改装有限公司,中大型SUV,1GR
11000264,,285272,奔驰GLS450 2017款 3.0T汽油版,134.3万,奔驰,大型SUV,3.0T 汽油
